01_prenom;02_genre;03_langage;04_fréquence
thora;f;scandinavian, german;0.32
þórbjörn;m;ancient scandinavian;0
thorbjörn;m;danish;0
thorborg;f;scandinavian;0
thorburn;m;english;0
þórdís;f;ancient scandinavian;0
þórir;m;icelandic;0
thorley;m;english;0
thornton;m;english;0.35
þórr;m;norse mythology;0
þórstein;m;ancient scandinavian;0
thorstein;m;swedish, danish;0
thorvald;m;scandinavian;0
thoth;m;egyptian mythology (hellenized);0
thracius;m;ancient roman;0
thu;f;vietnamese;0
thuán;m;vietnamese;0
thucydides;m;ancient greek (latinized);0
thunor;m;anglo-saxon mythology;0
thurayya;f;arabic;0
thurstan;m;english;0
thutmose;m;egyptian mythology;0
thuy;f;vietnamese;0
thyra;f;scandinavian;0.03
thyrza;f;;0
tia;f;english;2.33
tiago;m;portuguese;0.03
tiamat;f;near eastern mythology;0
tiana;f;english;0
tianna;f;english;0
tiara;f;english;0
tiarnach;m;irish;0
tiarnan;m;irish;0
tibby;m;english;0
tiberius;m;ancient roman;0
tibor;m;hungarian;0.10
tiborc;m;hungarian;0
tiburcio;m;spanish, portuguese;0
tiede;m;frisian, dutch;0
tien;f;vietnamese;3.60
tiernan;m;irish;0
tierney;m;irish;0.03
tierra;f;;0.45
tiffani;f;english (modern);0
tiffany;f;english;0.10
tiger;m;english;0.03
tigernach;m;irish;0
tigernán;m;irish;0
tighearnach;m;irish;0
tighearnán;m;irish;0
tiina;f;finnish;0
tikhon;m;russian;0
tilda;f;english, swedish;0
till;m;german;0.10
tillie;f;english;0
tillo;m;german;0
tilly;f;english;0.13
tim;m;english;0.92
timaeus;m;ancient greek (latinized);0
tímea;f;hungarian;0
timeus;m;;0
timmy;m;english;0
timo (1);m;finnish;0
timo (2);f;ancient greek;0
timofei;m;russian;0
timon;m;ancient greek, biblical;1.27
timotei;m;bulgarian;0
timotej;m;slovene;0
timoteo;m;italian, spanish, portuguese;0
timoteus;m;;0
timotha;f;english (modern);0
timothea;f;ancient greek, greek;0
timothée;m;french;7.07
timothy;m;english, biblical;0.03
timoti;m;maori;0
tina;f;english, italian;0.16
tinek;m;slovene;0
tinuviel;f;literature;0
tipene;m;maori;0
tiphanie;f;english (modern);0
tiras;m;biblical;0.03
tirzah;f;biblical;0
tisha;f;english;0
titania;f;english;0.10
titilayo;f;african;0
tito;m;italian, spanish;1.02
titty;f;english;0
titus;m;ancient roman, biblical, english;0.96
tivadar;m;hungarian;0
tivoli;m,f;;0.51
tiw;m;anglo-saxon mythology;0
tiwlip;f;welsh;0
tiziana;f;italian;0
tiziano;m;italian;0.03
tlaloc;m;new world mythology;0
toal;m;irish;0
tobiah;m;biblical;0
tobias;m;biblical;0
tobin;m;english;0
toby;m,f;english;0.10
tod;m;english;0
todd;m;english;0.64
todor;m;bulgarian;0
toiba;f;jewish;0
toinette;f;french;0.25
toini;f;finnish;0
toirdhealbhach;m;irish;0
toiréasa;f;irish;0
toivo;m;finnish;0
tola;f;khmer;0.03
tolly;m;english;0
tom;m;english;3.12
toma (1);f;russian;0
toma (2);m;croatian;0
tòmas;m;scottish;0
tomás;m;spanish, portuguese, irish, czech;0
tomas;m;swedish, norwegian;0
tomasa;f;spanish;0
tomasz;m;polish;0
tomaz;m;slovene;0
tomer;m;jewish;0
tomi;m;finnish, hungarian;0
tomiko;f;japanese;0
tomislav;m;croatian;0
tomislava;f;croatian;0
tommaso;m;italian;0
tommi;m;finnish;0
tommie;m,f;english;0
tommy;m;english;1.08
tomos;m;welsh;0
tondra;f;esperanto;0
toni (1);m;hungarian;0
toni (2);f;english;0
tonia;f;english;0
tonio;m;italian;0.48
tonka;f;slovene;0
tony;m;english;0.57
tonya;f;english;0
topaz;f;english;0
topher;m;english;0
topi;m;finnish;0
topsy;f;english;0
tor;m;scandinavian;0.13
tora;f;scandinavian;0.06
torben;m;danish;0
torbjörn;m;swedish;0
torborg;f;scandinavian;0
torcall;m;;0
tordis;f;norwegian, danish;0.10
tore (1);m;scandinavian;0
tore (2);m;italian;0
torgeir;m;norwegian, danish;0
torger;m;norwegian, danish;0
torhild;f;norwegian;0
tori;f;english;0.06
toria;f;english;0
toribio;m;spanish;0.19
toril;m;indian;0.22
torin;m;irish;0
torkel;m;swedish;0
tormod;m;norwegian;0
torquil;m;scottish;0
torsten;m;swedish, danish;0.03
torvald;m;scandinavian;0
totty;f;english;0
toussaint;m;french;2.17
tova;f;jewish;0
tovah;f;jewish;0
tovia;f;;0
toya;f;;0
trace;m,f;english;33.04
tracee;f;english (modern);0
tracey;f,m;english;0
traci;f;english (modern);0
tracie;f;english;0
tracy;f,m;english;0.19
trafford;m,f;english;0
trahaearn;m;welsh;0
traherne;m;welsh;0.03
trai;m;vietnamese;0
traian;m;romanian;0
trajan;m;history;2.04
tranter;m;english;0
travers;m;english;176.81
travis;m;english;0
treasa;f;irish;0
trecia;f;english;0
trefor;m;welsh;0
trent;m;english;0
trenton;m;english;0
tresha;f;english;0
trev;m;welsh, english;0
trevelyan;m;english;0
trevor;m;welsh, english;0
trey;m;english;0
tria;f;;0.16
tricia;f;english;0
trijntje;f;dutch;0
trina;f;english;0
trine;f;danish;0.03
trini;f;spanish;0.06
trinidad;f,m;spanish;0.22
trinity;f;english;0.35
trish;f;english;0
trisha;f;english;0
trista;f;english;0
tristán;m;spanish;0
tristan;m;welsh, english, french, celtic mythology;4.21
tristand;m;english;0
tristão;m;portuguese;0
tristen;m;english;0
tristin;m;english;0
triston;m;english;0
tristram;m;english;0.03
trix;f;english;0.10
trixie;f;english;0
troy;m;english;0
trudi;f;german, english;0
trudie;f;english;0
trudy;f;english;0.22
trueman;m;english;0
truman;m;english;2.23
tryggve;m;swedish;0
trygve;m;scandinavian;0.06
tryphena;f;biblical;0
tryphon;m;greek, ancient greek;0
tryphosa;f;biblical;0
trystan;m;welsh;0
tsholofelo;f;african;0
tu (1);m,f;chinese;0
tu (2);m,f;vietnamese;0
tuan;m;vietnamese;0
tuathal;m;irish;0
tucker;m;english;0.06
tudor;m;welsh;0.64
tudur;m;welsh;0
tue;m;danish;19.94
tuija;f;finnish;0
tullia;f;italian, ancient roman;0.13
tullio;m;italian;0.03
tully;m;;0
tunç;m;turkish;0
tünde;f;hungarian;0
tündér;f;hungarian;0
tuomas;m;finnish;0
tuomo;m;finnish;0
tuor;m;literature;0
ture;m;scandinavian;0
turin;m;literature;2.74
turlough;m;irish;0
tutankhamon;m;ancient egyptian;0
tuulikki;f;finnish, mythology;0
tuvya;m;jewish;0
tuyên;f;vietnamese;0
tuyet;f;vietnamese;0
twdor;m;hungarian;0
twila;f;english;0
twyla;f;english;0
txomin;m;basque;0
ty;m;english;0.13
tybalt;m;english;0
tycho;m;ancient greek (latinized);0.38
tye;m;english;0
tyge;m;danish;0
tyko;m;swedish;0
tylar;m;english;0
tyler;m,f;english;0.06
tylor;m;english;0.38
tymoteusz;m;polish;0
tyr;m;norse mythology;0.83
tyra;f;scandinavian;0
tyreek;m;english (modern);0
tyrell;m;english;0.03
tyrese;m;english;0
tyrik;m;english (modern);0
tyriq;m;english (modern);0
tyrone;m;english;0.06
tyrrell;m;english;0.48
tyson;m;english;0.03
tzeitel;f;jewish;0
tziporah;f;jewish;0
tzofiya;f;jewish;0
tzufit;f;jewish;0
uaithne;m;irish;0
ualan;m;scottish;0
uberto;m;italian;0
udo;m;german;0.06
ugo;m;italian;0.16
uilleag;m;irish;0
uilleam;m;scottish;0
uilliam;m;irish;0
uinseann;m;irish;0
ùisdean;m;scottish;0
ukko;m;finnish, mythology;0
uland;m;english;0
ulbrecht;m;;0
ulf;m;danish, swedish;0
ulick;m;irish;0
ulises;m;spanish;0
ulisse;m;italian;0
ulisses;m;portuguese;0
ulla;f;scandinavian;0.03
ulric;m;english;0
ulrica;f;swedish;0
ulrich;m;german, french;0.35
ulrik;m;scandinavian;0
ulrika;f;german, scandinavian;0
ulrike;f;german, danish;0.03
ultan;m;irish;0
ulyssa;f;english;0
ulysses;m;roman mythology, english;0
uma;f;indian, hindu mythology;0.03
umar;m;arabic;0.03
umberto;m;italian;0.13
ume;f;japanese;0.10
una;f;irish, scottish;0.48
undine;f;literature;0.06
unice;f;english (modern);0
unique;f;english;70.91
unity;f;english;0
upton;m;english;0.19
urania;f;greek mythology (latinized);0
uranus;m;greek mythology (latinized);1.37
urbain;m;french;17.14
urban;m;english, danish, swedish, polish, czech;0.16
urbana;f;ancient roman, italian;0.03
urbano;m;italian, spanish;0.29
uri;m;biblical, jewish;0.10
uriah;m;biblical;0
urias;m;;0
uriel;m;biblical, jewish;0.03
urien;m;welsh, welsh mythology;0.06
urjasz;m;polish;0
urs;m;german;0.86
ursel;f;german;0.03
ursella;f;english;0
ursula;f;english, scandinavian, german;7.45
urszula;f;polish;0
urvakhsha;m;;0
usagi;f;japanese;0
usama;m;arabic;0
uschi;f;german;0
usha;f;indian;0
usko;m;finnish;0
usman;m;turkish;0
usoa;f;basque;0
ustinya;f;russian;0
ute;f;german;0
uthman;m;arabic;0
utz;m;german;0
uwe;m;german;0
uzi;m;biblical, jewish;0.03
uzma;f;arabic;0
uzziah;m;biblical;0
uzziel;m;biblical, jewish;0
václav;m;czech;0
václava;f;czech;0
vadim;m;russian;0.06
vahan;m;armenian;0
val;m,f;english;4.68
valarie;f;english;0
valary;f;english;0
valda;f;english;0.16
valdemar;m;scandinavian;0.03
valdis;f;;0
valencia;f;spanish;0.48
valentín;m;spanish;0
valentin;m;scandinavian, german, french, czech, russian, romanian;1.98
valentina;f;italian, russian, romanian, ancient roman;0.67
valentine (1);m;english;0
valentine (2);f;french;0
valentino;m;italian;0.64
valère;m;french;0.03
valéria;f;hungarian;0
valeria;f;italian, spanish, romanian, ancient roman;0
valerian;m;history;0
valeriana;f;ancient roman;0
valérie;f;french;2.61
valerie;f;english;0
valerija;f;serbian, croatian;0
valerio;m;italian, spanish, portuguese;0.13
valeriu;m;romanian;0
valerius;m;ancient roman;0.06
valeriya;f;russian;0
valéry;m;french;5.89
valeska;f;;0
vali;m;romanian;0
valkyrie;f;norse mythology;0.06
valora;f;esperanto;0
valorie;f;english;0
valter;m;scandinavian, portuguese;0
valtteri;m;finnish;0
van (1);m;english;0
van (2);m;vietnamese;0
vanamo;f;finnish;0
vance;m;english;0
vanda;f;italian;0
vanessa;f;english;21.31
vangelis;m;greek;0
vanja;f;scandinavian;0
vanna;f,m;khmer;0.96
vanya;m;russian;0
varda;f;jewish;0.19
vardah;f;jewish;0
varfolomei;m;russian;0
varg;m;norwegian;0
varinia;f;ancient roman, spanish;0
varinius;m;ancient roman;0
varius;m;ancient roman;0.03
varlam;m;russian;0
vartouhi;f;armenian;0
varvara;f;russian, greek, bulgarian;5.70
varya;f;russian;0
vasant;m;indian;0
vasanta;f;indian;0
vasco;m;spanish, portuguese, italian;0.29
vashti;f;biblical;0.03
vasil;m;bulgarian, macedonian;0
vasile;m;romanian;0
vasili;m;russian;0
vasilica;m;romanian;0
vasilios;m;greek;0
vasilisa;f;russian;0
vasilka;f;bulgarian;0
vasily;m;russian;0
vassily;m;russian;0.03
vasu;m;indian;0
vasya;m;russian;0
vaughan;m;english, welsh;0.10
vaughn;m;english, welsh;0
vavrinec;m;czech;0
veasna;m;khmer;0
veca;f;serbian;0
veera;f;finnish;0
velda;f;;0
veli;m;finnish;0
velia;f;italian;0
velma;f;english (modern);0
velvel;m;jewish;0
velvela;f;jewish;0
vena;f;;0
vencel;m;hungarian;0
venceslao;m;italian;0
venceslás;m;spanish;0
venceslav;m;czech;0
venetia;f;;0
veniamin;m;russian;0
venka;f;esperanto;0
venkat;m;indian;0
venus;f;roman mythology;35.68
venyamin;m;russian;0
vera;f;russian, english, german;1.50
vercingetorix;m;ancient celtic;0
vere;m;english;0.10
vered;f;jewish;0
verena;f;german;0
vergil;m;english;0
verity;f;english;0
vern;m;;0.03
verna;f;english;0.06
verner;m;scandinavian;0.03
vernon;m;english;1.27
verona;f;;0
verónica;f;spanish;0
verônica;f;portuguese;0
veronica;f;english, italian, romanian;0.03
veronika;f;russian, czech, scandinavian, german, hungarian;0
véronique;f;french;11.82
vesa;m;finnish;0
vesna;f;croatian, serbian, slovene;0
vespasian;m;ancient roman;0
vespasiano;m;italian;0
vespasien;m;french;0.16
vespera;f;esperanto;0
vesta;f;roman mythology;0.13
vester;m;german;0.03
veva;f;;0
vi;f;english;9.43
vibeke;f;danish, norwegian;0
vibol;m;khmer;0
vic;m,f;english;2.04
vicente;m;spanish, portuguese;0.13
vicki;f;english;0
vickie;f;english;0
vicky;f;english;0.45
vico;m;italian;0.16
victoire;f;french;63.40
víctor;m;spanish;0
victor;m;english, french, portuguese, spanish, romanian;37.50
victoria (1);f;english, spanish, romanian, ancient roman;0
victoria (2);f;roman mythology;0
victorine;f;french;0.06
victorino;m;spanish, portuguese;0
victorius;m;ancient roman;0
vid;m;slovene;0
vida;m;hungarian;4.65
vidal;m;spanish;1.34
vidar;m;scandinavian, norse mythology;0
vidya;f;indian;0
vien;m;vietnamese;0.06
vienne;f;french;30.61
viggo;m;scandinavian;0
vijay;m;indian;0
vijaya;f;indian;0
vikki;f;english;0
vikram;m;indian;0
viktor;m;scandinavian, german, hungarian, polish, czech, bulgarian, russian, croatian, serbian;0.03
viktória;f;hungarian;0
viktoria;f;german, scandinavian;0
vilchjo;m;esperanto;0
vilem;m;czech;0
vilfred;m;danish;0
vilhelm;m;scandinavian, hungarian;0
vilhelmi;m;finnish;0
vilhelmiina;f;finnish;0
vilhelmo;m;esperanto;0
vilhelms;m;latvian;0
vilhjálmur;m;icelandic;0
vili;m;hungarian;0.03
viljami;m;finnish;0
viljem;m;slovene;0
vilko;m;slovene;0
ville;m;finnish;223.86
vilma;f;hungarian;0
vilmar;m;;0
vilmos;m;hungarian;0
vilppu;m;finnish;0
vin;m;english;64.13
vina;f;;0.03
vinal;m;english;0
vinay;m;indian;0.03
vince;m;english, hungarian;0.10
vincenc;m;czech;0
vincent;m;english, french, dutch, danish, swedish;21.63
vincentas;m;lithuanian;0
vincente;m;spanish;0.03
vincenza;f;italian;0
vincenzo;m;italian;0.06
vinh;f;vietnamese;0.03
vinko;m;croatian;0
vinnie;m;english;0
vinzenz;m;german;0
viola;f;english, italian, scandinavian;0.29
violet;f;english;8.70
violeta;f;romanian, bulgarian;0
violetta;f;italian;0.06
violette;f;french;8.25
viorel;m;romanian;0
viorica;f;romanian;0
vipul;m;indian;0
virgee;f;english;0
virgie;f;english;0
virgil;m;english, romanian;0.03
virgilio;m;italian, spanish, portuguese;0.25
virginia;f;english, italian, spanish, portuguese, danish, swedish, romanian, ancient roman;3.03
virginie;f;french;35.71
vishal;m;indian;0
vishnu;m;hindu mythology;0.06
visitacíon;f;spanish;0
visnja;f;croatian;0
vít;m;czech;0
vita;f;english, danish, ancient roman;1.02
vitale;m;italian;5.89
vitali;m;russian;0.13
vitalia;f;italian;0
vito;m;italian, spanish;0.03
vitor;m;portuguese;0
vittore;m;italian;0
vittoria;f;italian;0.10
vittorino;m;italian;0
vittorio;m;italian;0.80
vitus;m;ancient roman;0.10
vitya;m;russian;0
viveka;f;swedish;0
vivian;m,f;english;0.19
viviana;f;italian, spanish, ancient roman;0
vivien;f,m;french;0.19
vivienne;f;french;1.47
viviette;f;english (modern);0
vivyan;f;english;0
vjeko;m;croatian;0
vjekoslav;m;croatian;0
vjekoslava;f;croatian;0
vlad;m;russian, romanian;0.03
vladilen;m;russian;0
vladimir;m;russian, czech, serbian, croatian;0.51
vladimira;f;russian, czech;0
vladislav;m;russian, czech;0.19
vladislava;f;russian, czech;0
vlaho;m;croatian;0
vlasi;m;russian;0
voirrey;f;manx;0
voitto;m;finnish;0
vojtech;m;czech;0
volkan;m;turkish;0
volker;m;german;0.03
volodya;m;russian;0
volodymyr;m;russian, ukrainian;0
volos;m;slavic mythology;0.03
völund;m;norse mythology;0
volya;m;russian;0
vonda;f;russian;0
vortigern;m;history;0
vosgi;f;armenian;0
vreni;f;german;0
vsevolod;m;russian;0
vulcan;m;roman mythology;0
vyacheslav;m;russian;0.03
vytautas;m;lithuanian;0
waclaw;m;polish;0
wade;m;english;0.03
waheed;m;arabic;0
waheeda;f;arabic;0
wahid;m;arabic;0
wahida;f;arabic;0
walburga;f;;0
waldemar;m;german, scandinavian;0.06
waldo;m;english, german;0
walenty;m;polish;0
walid;m;arabic;0
walker;m;english;0.76
wallace;m;english, scottish;1.08
wallis;m,f;english;0.54
wally;m,f;english;0
walt;m;english;0.32
walter;m;english, german, scandinavian;2.68
walther;m;german;0.35
walton;m;english;0.22
waltraud;f;german;0
wanda;f;english;0.54
wapasha;m;native american;0
ward;m;english;0.45
wardell;m;english;0
warner;m;english;0.80
warren;m;english;0.45
warwick;m;english;0.03
washington;m;english;17.49
wasim;m;arabic;0
wassim;m;arabic;0
wasswa;m;african;0
wat;m;english;0.16
wawrzyniec;m;polish;0
wayland;m;english;0
waylon;m;english;0
wayne;m;english;0.22
webster;m;english;0.03
wei;m;chinese;0.10
wekesa;m;african;0
weldon;m;english;0.19
wen;f;chinese;0.06
wenceslas;m;history;0
wenda;f;english;0
wendel;m;german;0.32
wendell;m;english;0.19
wendi;f;english (modern);0
wendy;f;english;0.67
wenona;f;english;0
wenonah;f;english (modern);0
wenzel;m;german;0.19
wenzeslaus;m;german;0
wera;f;polish;0
werner;m;german, dutch, scandinavian;10.39
werther;m;german;4.62
wesley;m;english;0.35
weston;m;english;0.51
whitaker;m;english;0
whitney;f,m;english;0.48
wibeke;f;german;0
wickaninnish;m;native american;0
widad;f;arabic;0
wiebe;m;dutch, frisian, german;0
wiebke;f;german;0
wieland;m;german;0.61
wielislaw;m;polish;0
wieslaw;m;polish;0
wieslawa;f;polish;0
wigburg;f;;0
wikolia;f;hawaiian;0
wiktor;m;polish;0
wiktoria;f;polish;0
wil;m;english;0
wilbert;m;;0
wilbur;m;english;0.16
wilburn;m;english;0
wilda;f;;0
wiley;m;english;0
wilf;m;english;0
wilford;m;english;0
wilfred;m;english;0.03
wilfreda;f;english;0
wilfredo;m;spanish;0
wilfrid;m;english;0.13
wilfried;m;german;0
wilhelm;m;german;1.62
wilhelmina;f;german;0
wilkie;m;english;0.51
will;m;english;1.59
willa;f;english;0
willard;m;english;0.22
willem;m;dutch;0.70
william;m;english;6.28
willie;m,f;english;0.48
willis;m;english;0.29
willoughby;m;english;0
willow;f;english;0
willy;m;english;0.29
wilma;f;german, english;0.06
wilmer;m;english;0
wilmot;m;english;0
wilson;m;english;6.12
wilton;m;english;0
wim;m;dutch, german;0.03
wincenty;m;polish;0
windsor;m;english;1.05
winfred;m;english;0
winfried;m;german;0
winifred;f;welsh, english;0
winnie;f;english;0.57
winnifred;f;welsh, english;0
winona;f;english, native american;0
winston;m;english;6.59
winter;f;english;0.29
winthrop;m;english;0
winton;m;english;0
wiremu;m;maori;0
wisdom;f,m;english;0.06
wislaw;m;;0
witold (1);m;german;0
witold (2);m;polish;0
wladyslaw;m;polish;0
wlodek;m;polish;0
wlodzimierz;m;polish;0
wlodzislaw;m;polish;0
woden;m;anglo-saxon mythology;0
wojciech;m;polish;0
wojtek;m;polish;0.06
wolf;m;german, english, jewish;18.29
wolfgang;m;german;0.19
wolfram;m;german;0.16
wolodymyr;m;ukrainian;0
woodrow;m;english;0.03
woody;m;english;0.10
wotan;m;germanic mythology;0.13
wouter;m;dutch;0
wren;f;english;0.10
wright;m;english;1.40
wu;m;chinese;0.16
wyatt;m;english;0.22
wybert;m;anglo-saxon;0
wymond;m;english;0
wyn;m;welsh;0
wynfor;m;welsh;0
wynn;m;welsh;0
wynne;m,f;welsh;0.03
wynonna;f;english;0
wynter;f;english (modern);0
wystan;m;english;0
xabier;m;basque;0
xander;m;dutch;0
xandra;f;dutch;0
xanthe;f;greek mythology, ancient greek;0
xanthia;f;;0
xanthippe;f;ancient greek;0.10
xara;f;;0
xaver;m;german;0
xavia;f;;0
xaviar;m;english;0
xavier;m;english, french, spanish;5.86
xaviera;f;english;0
xavior;m;english;0
xena;f;english;0
xene;f;greek;0
xenia;f;greek, english;0
xenocrates;m;ancient greek (latinized);0
xenon;m;ancient greek;0
xenophon;m;ancient greek;0
xerxes;m;english;0
xiang;m,f;chinese;0
ximena;f;spanish;0
ximun;m;basque;0
xiomara;f;spanish;0
xoán;m;galician;0
xochilt;f;spanish;0
xochipilli;m;new world mythology;0
xochiquetzal;f;new world mythology;0
xochitl;f;native american, spanish;0
xosé;m;galician;0
xuan;m,f;vietnamese;0
xue;f,m;chinese;0
xun;m;chinese;0
xyleena;f;?;0
xylia;f;english (modern);0
xylina;f;;0
xzavier;m;english (modern);0
yaa;f;african;0
yachin;m;jewish;0
yachna;f;jewish;0
yadira;f;;0
yael;f;jewish;0
yaffa;f;jewish;0
yahveh;m;theology;0.03
yahweh;m;theology;0.54
yahya;m;arabic;0
yakim;m;russian;0
yakov;m;jewish, russian;0
yale;m;welsh;0.99
yan;m;;0.48
yanick;m,f;breton, french;0
yankel;m;jewish;0
yann;m;breton, french;0.16
yannic;m,f;breton, french;0
yannick;m,f;breton, french;0
yannis;m;greek;1.34
yarden;m;jewish;0
yardena;f;jewish;0
yaromira;f;russian;0
yaron;m,f;jewish, english;0
yaropolk;m;russian;0
yaroslav;m;russian;0
yaroslava;f;russian;0
yasamin;f;iranian;0
yasha;m;russian;0
yashmine;f;english;0
yasir;m;arabic;0
yasmin;f;iranian, english;0
yasmina;f;english;1.21
yasmine;f;english;0.03
yasser;m;arabic;0
yasu;f;japanese;0
yavuz;m;turkish;0
yaw;m;african;0
yazmin;f;english (modern);0
yechezkel;m;jewish;0
yehiel;m;jewish;0
yehudah;m;jewish;0
yehudi;m;jewish;0.06
yehudit;f;jewish;0
yejide;f;african;0
yelena;f;russian;0
yelizaveta;f;russian;0
yen;f;vietnamese;0.35
yente;f;jewish;0
yentl;m,f;jewish;0
yered;m;jewish;0
yermolai;m;russian;0
yesenia;f;spanish;0
yessenia;f;spanish;0
yeva;f;armenian;0
yevgeni;m;russian;0
yevgeniya;f;russian;0
yevgeny;m;russian;0
yewande;f;african;0
yidel;f;jewish;0
yildiz;f;turkish;0
yin;f;chinese;1.05
yitzhak;m;jewish;0
ylva;f;scandinavian;0
yngvar;m;danish, norwegian;0
yngve;m;scandinavian;0.48
yoav;m;jewish;0
yochanan;m;biblical (original);0
yoel;m;jewish;0
yoko;f;japanese;0
yolanda;f;english;0.22
yolande;f;french;0.48
yolonda;f;english;0
yonah;m;jewish;0
yonatan;m;jewish;0
yonca;f;turkish;0
yong;m,f;korean;0.29
yorath;m;welsh;0
yori;m;japanese;0.03
yorick;m;english;0.51
york;m;english;29.28
yosef;m;jewish;0
yoshi;m,f;japanese;0
yoshiko;f;japanese;1.08
yoshiro;m;japanese;0
young;m,f;korean;3.38
yousef;m;arabic;0
youssef;m;arabic;1.43
yrjänä;m;finnish;0
yrjö;m;finnish;0
ysabel;f;english (modern);0
yseult;f;french;0.48
yu;f,m;chinese;0.06
yudel;m;jewish;0
yuki;m;japanese;0
yukiko;f;japanese;0
yuko;f;japanese;0
yulia;f;russian;0
yuliana;f;russian;0
yuliya;f;russian, bulgarian;0
yumi;f;japanese;0
yun;f;chinese;0
yuri (1);m;russian;0
yuri (2);f;japanese;0
yuriy;m;ukrainian;0
yusef;m;arabic;0
yushua;m;arabic;0
yusra;f;arabic;0
yussel;m;jewish;0
yusuf;m;arabic, turkish;0
yutke;f;jewish;0
